category,users_products_link,cost_terms,created,image,location2,user_type,name,cost,link,location,user_since,name2,created2,summary,user,desc
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/Z2vj/,Negotiable,Today 10:50,https://img01.olx.co.ke/images_olxke/1000867899_1_261x203_hp-core-2duo-24ghz4gb-500gb-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Hp core 2duo 2.4ghz..4gb/500gb,"KSh  19,500",https://www.olx.co.ke/ad/hp-core-2duo-2-4ghz-4gb-500gb-ID15Jccl.html#d17966c0ae,Nairobi CBD,On site since Aug 2015,Hp core 2duo 2.4ghz..4gb/500gb,,Ad,flashworldcoms,Call. Whatsup or visit our shop at tomboya strt opp imenti hse dominion hse shop no 10c
"Electronics & Video » TV, Audio & Video",https://www.olx.co.ke/ads/user/6LOkK/,,Today 11:34,https://img01.olx.co.ke/images_olxke/1002050314_1_261x203_pioneer-cdj850-140k-neg-nairobi-cbd_rev003.jpg,"Nairobi CBD, Nairobi",Individual,Pioneer Cdj850 140k neg,"KSh  140,000",https://www.olx.co.ke/ad/pioneer-cdj850-140k-neg-ID15O06Y.html#4d8f149373,Nairobi CBD,On site since Jun 2015,Pioneer Cdj850 140k neg,,Ad,Storm Imports,Clean as new pioneer cdj850s in mint condition. Import from UK
"Electronics & Video » TV, Audio & Video",https://www.olx.co.ke/ads/user/6OR5z/,,Today 10:53,https://img01.olx.co.ke/images_olxke/1002335356_1_261x203_brand-new-sayona-41-system-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Brand new sayona 4.1 system,"KSh  10,999",https://www.olx.co.ke/ad/brand-new-sayona-4-1-system-ID15P55z.html#db21fd196a,Nairobi CBD,On site since Jan 2017,Brand new sayona 4.1 system,,Ad,Philoh,Bluetooth
"Electronics & Video » TV, Audio & Video",https://www.olx.co.ke/ads/user/6OR5z/,,Today 10:46,https://img03.olx.co.ke/images_olxke/1002540491_1_261x203_hisense-43-inch-led-digital-tv-available-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Hisense 43 inch LED Digital TV available,"KSh  45,000",https://www.olx.co.ke/ad/hisense-43-inch-led-digital-tv-available-ID15POI3.html#7d5c657885,Nairobi CBD,On site since Jan 2017,Hisense 43 inch LED Digital TV available,,Ad,Philoh,Inbuilt decoder with FTA channels
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6Ma0g/,Negotiable,Today 10:53,https://img03.olx.co.ke/images_olxke/1002485151_1_261x203_a-slim-hpwith-nvidia-graphics-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,"A slim hp,with nvidia graphics","KSh  3,300",https://www.olx.co.ke/ad/a-slim-hp-with-nvidia-graphics-ID15PCuy.html#db21fd196a,Nairobi CBD,On site since Jun 2016,"A slim hp,with nvidia graphics","Added at 10:53, 22 February 2017,",Ad,Dennis Karebi,"4 gb ram,500 gb hdd,2,40 ghz."
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6Ohcf/,,Today 11:04,https://img02.olx.co.ke/images_olxke/1002491571_1_261x203_hp-core-2-duo-desktop-tower-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Hp Core 2 Duo Desktop Tower,"KSh  10,000",https://www.olx.co.ke/ad/hp-core-2-duo-desktop-tower-ID15PE0O.html#70910265d2,Nairobi CBD,On site since Sep 2016,Hp Core 2 Duo Desktop Tower,"Added at 11:04, 22 February 2017,",Ad,Carloz,2.1 ghz speed
Electronics & Video » Computers & Laptops,,Negotiable,Today 10:33,https://img02.olx.co.ke/images_olxke/1002522024_1_261x203_quick-sale-4gb-hp-hd-160gb-window10-at-13k-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Quick sale!! 4GB HP HD 160GB window10 At 13K,"KSh  13,000",https://www.olx.co.ke/ad/quick-sale-4gb-hp-hd-160gb-window10-at-13k-ID15PKLb.html#ddd776abfa,Nairobi CBD,On site since Dec 2016,Quick sale!! 4GB HP HD 160GB window10 At 13K,,Ad,0711573554,Quick sale!! 4GB HP HD 160GB window10 At 13K
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6NNgr/,Negotiable,Today 10:50,https://img01.olx.co.ke/images_olxke/1001809909_1_261x203_hp-pavilion-15-an004tx-star-wars-edition-at-shop-with-1-year-warranty-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Hp Pavilion 15-an004tx Star wars edition at shop with 1 year warranty,"KSh  58,000",https://www.olx.co.ke/ad/hp-pavilion-15-an004tx-star-wars-edition-at-shop-with-1-year-warranty-ID15N1Bq.html#d17966c0ae,Nairobi CBD,On site since Jul 2016,Hp Pavilion 15-an004tx Star wars edition at shop with 1 year warranty,"Added at 10:50, 22 February 2017,",Ad,javytech,intel core i5
"Electronics & Video » TV, Audio & Video",https://www.olx.co.ke/ads/user/6OxPy/,Negotiable,Today 10:39,https://img01.olx.co.ke/images_olxke/1002094627_1_261x203_hisense-tv-43inch-4k-ultra-smart-mwembe-tayari.jpg,"Mwembe tayari, Mvita, Mombasa",Business,hisense tv 43inch 4k Ultra smart,"KSh  42,000",https://www.olx.co.ke/ad/hisense-tv-43inch-4k-ultra-smart-ID15OaL3.html#ae517c861d,Mwembe tayari,On site since Nov 2016,Hisense tv 43inch 4k Ultra smart,"Added at 10:39, 22 February 2017,",Ad,onesmus,wifi enabled
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6P9wq/,,Today 11:47,https://img03.olx.co.ke/images_olxke/1002536448_1_261x203_laptop-bombolulu.jpg,"Bombolulu, Mombasa",Individual,Laptop,"KSh  30,000",https://www.olx.co.ke/ad/laptop-ID15PNTo.html#ad1b122f2d,Bombolulu,On site since Feb 2017,Laptop,,Ad,Grace,It's a Lenovo laptop
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6Ma0g/,Negotiable,Today 11:20,https://img02.olx.co.ke/images_olxke/1001858619_2_261x203_hp-430-quard-core-early-2015-version-add-some-photos.jpg,"Nairobi CBD, Nairobi",Individual,"Hp 430, Quard core `,early 2015 version.","KSh  22,000",https://www.olx.co.ke/ad/hp-430-quard-core-early-2015-version-ID15Ndzc.html#b2c1bc3b9d,Nairobi CBD,On site since Jun 2016,"Hp 430, Quard core `,early 2015 version.","Added at 11:20, 22 February 2017,",Ad,Dennis Karebi,"4 gb ram,500 gb hdd,2.0 ghz processor."
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6Pbw6/,,Today 11:27,https://img03.olx.co.ke/images_olxke/1002561984_1_261x203_expected-hp-elitebook2540-corei7-250ssd-4gb-27cpu-wifi-fingerprint-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Expected Hp Elitebook2540 corei7 250ssd 4gb 2.7cpu wifi fingerprint,"KSh  21,000",https://www.olx.co.ke/ad/expected-hp-elitebook2540-corei7-250ssd-4gb-2-7cpu-wifi-fingerprint-ID15PTjP.html#cbf20ebfae,Nairobi CBD,On site since Feb 2017,Expected Hp Elitebook2540 corei7 250ssd 4gb 2.7cpu wifi fingerprint,,Ad,Ashley,With HDMI port WiFi Bluetooth fingerprint dvdwriter
"Electronics & Video » TV, Audio & Video",https://www.olx.co.ke/ads/user/6MPwc/,,Today 11:20,https://img03.olx.co.ke/images_olxke/1001247920_1_261x203_samsung-32-inch-led-smart-digital-tv-at-our-shop-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,samsung 32 inch led smart digital tv at our shop,"KSh  28,500",https://www.olx.co.ke/ad/samsung-32-inch-led-smart-digital-tv-at-our-shop-ID15KHrV.html#b2c1bc3b9d,Nairobi CBD,On site since Feb 2016,Samsung 32 inch led smart digital tv at our shop,"Added at 11:20, 22 February 2017,",Ad,Butala,"inbuilt wi-fi system, inbuilt digital decorder that offers free to view channels, usb and hdmi ports, rca ports, stylish side stands"
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6Olch/,,Today 10:33,https://img03.olx.co.ke/images_olxke/1002254237_1_261x203_ex-uk-digital-machine-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Ex UK digital machine,"KSh  50,000",https://www.olx.co.ke/ad/ex-uk-digital-machine-ID15OMGf.html#ddd776abfa,Nairobi CBD,On site since Oct 2016,Ex UK digital machine,,Ad,Salah,Kyocera km 2050 20 copy per min a.d f a3 a4 a5 dublex and printer
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6Ma0g/,Negotiable,Today 11:14,https://img02.olx.co.ke/images_olxke/1000872575_1_261x203_hp-pavillion-core-i530-ghz-1-tb-hard-disk8-gb-am-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,"Hp pavillion core i.5,3.0 ghz ,1 tb hard disk,8 gb am.","KSh  38,500",https://www.olx.co.ke/ad/hp-pavillion-core-i-5-3-0-ghz-1-tb-hard-disk-8-gb-am-ID15Jdkw.html#87e7fe6f48,Nairobi CBD,On site since Jun 2016,"Hp pavillion core i.5,3.0 ghz ,1 tb hard disk,8 gb am.","Added at 11:14, 22 February 2017,",Ad,Dennis Karebi,"3.0 ghz processor,1 tb hard disk,8 gb ram,core i.5"
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6NsYq/,Negotiable,Today 10:30,,"Nairobi CBD, Nairobi",Business,,"KSh  8,000",https://www.olx.co.ke/ad/hello-i-buy-dead-laptop-from-8000ksh-ID15OxsS.html#3ffef99f2d,Nairobi CBD,On site since Jun 2016,Hello i buy dead laptop from 8000ksh,"Added at 10:30, 22 February 2017,",Ad,ken,wellcome to our shop
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6Ma0g/,Negotiable,Today 10:58,https://img01.olx.co.ke/images_olxke/1000198406_1_261x203_low-price-guaranteelow-price-guaranteelow-price-guarantee-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,Low Price Guarantee!!!Low Price Guarantee!!!Low Price Guarantee.,"KSh  39,000",https://www.olx.co.ke/ad/low-price-guarantee-low-price-guarantee-low-price-guarantee-ID15GDkP.html#4d7bd54b3d,Nairobi CBD,On site since Jun 2016,Low Price Guarantee!!!Low Price Guarantee!!!Low Price Guarantee.,"Added at 10:58, 22 February 2017,",Ad,Dennis Karebi,"An HP laptop ,core i.5 ,14 inch screen display,with nvidia graphics,2.4 gz processor ,4 gb ram,500 gb hdd,webcam ,wifi, dvd drive."
"Electronics & Video » TV, Audio & Video",https://www.olx.co.ke/ads/user/6Oz0C/,Negotiable,Today 11:15,https://img03.olx.co.ke/images_olxke/1002561817_1_261x203_brand-new-40inch-skyworth-digital-tv-at-amazing-offer-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,Brand new 40INCH SKYWORTH digital TV at amazing offer,"KSh  26,000",https://www.olx.co.ke/ad/brand-new-40inch-skyworth-digital-tv-at-amazing-offer-ID15PThs.html#87e7fe6f48,Nairobi CBD,On site since Nov 2016,Brand new 40INCH SKYWORTH digital TV at amazing offer,,Ad,Joe,Grab this amazing offers while stocks call or whatsap us on
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6Ocvf/,,Today 10:30,https://img03.olx.co.ke/images_olxke/1002250534_1_261x203_hp-elitebook-8470p-intel-core-i5-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Hp elitebook 8470p intel core i5,"KSh  24,000",https://www.olx.co.ke/ad/hp-elitebook-8470p-intel-core-i5-ID15OLRh.html#3ffef99f2d,Nairobi CBD,On site since Sep 2016,Hp elitebook 8470p intel core i5,"Added at 10:30, 22 February 2017,",Ad,francis,"Hdd 500gb, ram 4gb, cpu 2.60ghz, dvd, webcam,bluetooth, condition certified, under warranty"
Electronics & Video » Computers & Laptops,,Negotiable,Today 11:15,https://img03.olx.co.ke/images_olxke/1002552778_1_261x203_asus-10-mini-laptop-160gb-plus-charger-at-10k-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,"ASUS 10"" mini laptop 160gb plus charger at 10k","KSh  10,000",https://www.olx.co.ke/ad/asus-10-mini-laptop-160gb-plus-charger-at-10k-ID15PRiv.html#87e7fe6f48,Nairobi CBD,On site since Aug 2015,"ASUS 10"" mini laptop 160gb plus charger at 10k","Added at 11:15, 22 February 2017,",Ad,CompTSolutions,"ASUS 10"" mini laptop 160gb plus charger and rcptt"
"Electronics & Video » TV, Audio & Video",https://www.olx.co.ke/ads/user/6PaMO/,,Today 11:15,https://img01.olx.co.ke/images_olxke/1002561814_1_261x203_40-inches-samsung-digital-led-tv-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,40 inches Samsung digital led TV,"KSh  37,000",https://www.olx.co.ke/ad/40-inches-samsung-digital-led-tv-ID15PTih.html#87e7fe6f48,Nairobi CBD,On site since Feb 2017,40 inches Samsung digital led TV,,Ad,Fred,Full HD 1080P series 5
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6Ma0g/,Negotiable,Today 11:15,https://img03.olx.co.ke/images_olxke/1000695573_1_261x203_hp-tablet-on-sale-101-inch-screen-displayone-year-warranty-availabl-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,"Hp tablet on sale 10.1"" inch screen display,one year warranty availabl","KSh  39,500",https://www.olx.co.ke/ad/hp-tablet-on-sale-10-1-inch-screen-display-one-year-warranty-availabl-ID15IuQy.html#87e7fe6f48,Nairobi CBD,On site since Jun 2016,"Hp tablet on sale 10.1"" inch screen display,one year warranty availabl","Added at 11:15, 22 February 2017,",Ad,Dennis karebi,"Hp Elitepad,1000 g2,128 gb hdd,10.1""inch screen display."
"Electronics & Video » TV, Audio & Video",https://www.olx.co.ke/ads/user/1FRdo/,Negotiable,Today 10:48,https://img03.olx.co.ke/images_olxke/1002545519_1_261x203_lg-crt-tv-original-17-bungoma-town.jpg,"Bungoma Town, Bungoma",Individual,"Lg crt tv. original 17""","KSh  7,000",https://www.olx.co.ke/ad/lg-crt-tv-original-17-ID15PPLD.html#588ebca4f3,Bungoma Town,On site since Jun 2016,"Lg crt tv. original 17""",,Ad,Bat,Original Lg tv crt as good as new. call whatsapp me
Electronics & Video » Computers & Laptops,,,Today 11:15,https://img03.olx.co.ke/images_olxke/1001783726_1_261x203_adobe-after-effects-for-mac-and-windows-embakasi.jpg,"Embakasi, Embakasi East, Nairobi",Individual,Adobe After Effects for Mac and Windows,"KSh  2,200",https://www.olx.co.ke/ad/adobe-after-effects-for-mac-and-windows-ID15MUZx.html#87e7fe6f48,Embakasi,On site since Aug 2016,Adobe After Effects for Mac and Windows,,Ad,Joe Makori,Improve your workflow and streamline the timeline with top of the line software.
Electronics & Video » Video Games & accessories,https://www.olx.co.ke/ads/user/6LLg7/,Negotiable,Today 11:15,,"Nairobi CBD, Nairobi",Individual,,KSh  800,https://www.olx.co.ke/ad/ps3-uncharted-2-ID15PThX.html#87e7fe6f48,Nairobi CBD,On site since Jun 2016,Ps3 uncharted 2,"Added at 11:15, 22 February 2017,",Ad,kevo,in good condition
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6PbuO/,,Today 11:16,https://img03.olx.co.ke/images_olxke/1002561875_1_261x203_buy-new-hp-folio9470m-corei5-500hdd-4gb-2-8cpu-webcam-wifi-dvd-hdmi-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Buy new Hp Folio9470m corei5 500hdd 4gb 2. 8cpu webcam wifi DVD Hdmi,"KSh  28,000",https://www.olx.co.ke/ad/buy-new-hp-folio9470m-corei5-500hdd-4gb-2-8cpu-webcam-wifi-dvd-hdmi-ID15PTim.html#87e7fe6f48,Nairobi CBD,On site since Feb 2017,Buy new Hp Folio9470m corei5 500hdd 4gb 2. 8cpu webcam wifi DVD Hdmi,,Ad,Elias,Very slim comes with free 1Tb Flash disk
"Electronics & Video » TV, Audio & Video",https://www.olx.co.ke/ads/user/6OFr5/,Negotiable,Today 11:16,https://img03.olx.co.ke/images_olxke/1002490608_1_261x203_hp-omen-17-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Hp Omen 17,"KSh  155,000",https://www.olx.co.ke/ad/hp-omen-17-ID15PDNJ.html#87e7fe6f48,Nairobi CBD,On site since Nov 2016,Hp Omen 17,"Added at 11:16, 22 February 2017,",Ad,purity,core i7 6700HQ 2.60GHz Turbo 3.50GHz 8 cores
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6NZFp/,Negotiable,Today 11:16,https://img02.olx.co.ke/images_olxke/1002011839_1_261x203_px660-printers-for-sale-starehe.jpg,"City Centre, Starehe, Nairobi",Business,Px660 printers for sale,"KSh  33,000",https://www.olx.co.ke/ad/px660-printers-for-sale-ID15NQIL.html#87e7fe6f48,City Centre,On site since Aug 2016,Px660 printers for sale,,Ad,kimathi,6 color printer
"Electronics & Video » TV, Audio & Video",https://www.olx.co.ke/ads/user/6P6LT/,Negotiable,Today 11:16,https://img03.olx.co.ke/images_olxke/1002561904_1_261x203_hisence-32-inch-digital-tv-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,hisence 32 inch digital tv,"KSh  26,000",https://www.olx.co.ke/ad/hisence-32-inch-digital-tv-ID15PTiq.html#87e7fe6f48,Nairobi CBD,On site since Feb 2017,Hisence 32 inch digital tv,"Added at 11:16, 22 February 2017,",Ad,Manfred Wandaka,inbuilt decoder
Electronics & Video » Computers & Laptops,,Negotiable,Today 11:17,https://img03.olx.co.ke/images_olxke/1002276737_1_261x203_dell-latitude-d410-laptop-pentium-m-20ghz-1gb-ram-80gb-hdd-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Dell Latitude D410 Laptop - Pentium M 2.0GHz - 1GB RAM - 80GB HDD,"KSh  10,000",https://www.olx.co.ke/ad/dell-latitude-d410-laptop-pentium-m-2-0ghz-1gb-ram-80gb-hdd-ID15ORJH.html#87e7fe6f48,Nairobi CBD,On site since Dec 2016,Dell Latitude D410 Laptop - Pentium M 2.0GHz - 1GB RAM - 80GB HDD,"Added at 11:17, 22 February 2017,",Ad,martin,Dell Latitude D410 Laptop - Pentium M 2.0GHz - 1GB RAM - 80GB HDD
"Electronics & Video » TV, Audio & Video",https://www.olx.co.ke/ads/user/6Ohcf/,,Today 11:17,https://img01.olx.co.ke/images_olxke/1002556707_1_261x203_32-inches-samsung-smart-care-digital-tv-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,32 inches Samsung smart care Digital tv,"KSh  22,000",https://www.olx.co.ke/ad/32-inches-samsung-smart-care-digital-tv-ID15PSaM.html#87e7fe6f48,Nairobi CBD,On site since Sep 2016,32 inches Samsung smart care Digital tv,,Ad,Carloz,Brand new
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6M3JP/,,Today 11:17,https://img01.olx.co.ke/images_olxke/1002197199_1_261x203_ibm-lenovo-thinkpad-t430-i5-26ghz-8gb-500gb-dvd-rw-laptop-webcam-nairobi-cbd_rev001.jpg,"Nairobi CBD, Nairobi",Business,IBM LENOVO ThinkPad T430 i5 2.6GHz 8GB 500GB DVD-RW Laptop Webcam,"KSh  18,000",https://www.olx.co.ke/ad/ibm-lenovo-thinkpad-t430-i5-2-6ghz-8gb-500gb-dvd-rw-laptop-webcam-ID15OzLx.html#87e7fe6f48,Nairobi CBD,On site since Jun 2015,IBM LENOVO ThinkPad T430 i5 2.6GHz 8GB 500GB DVD-RW Laptop Webcam,"Added at 11:17, 22 February 2017,",Ad,George,IBM LENOVO ThinkPad T430 i5 2.6GHz 8GB 500GB DVD-RW Laptop Webcam
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6Ma0g/,Negotiable,Today 11:16,https://img02.olx.co.ke/images_olxke/1001768061_2_261x203_dell-core-i7touchscreen8-gb-ram1-tb-hdd270-ghz-add-some-photos.jpg,"Nairobi CBD, Nairobi",Individual,"Dell core i.7,touchscreen,8 gb ram,1 tb hdd,2.70 ghz.","KSh  42,000",https://www.olx.co.ke/ad/dell-core-i-7-touchscreen-8-gb-ram-1-tb-hdd-2-70-ghz-ID15MQEO.html#87e7fe6f48,Nairobi CBD,On site since Jun 2016,"Dell core i.7,touchscreen,8 gb ram,1 tb hdd,2.70 ghz.","Added at 11:16, 22 February 2017,",Ad,Dennis Karebi,"Dell core i.7,8 gb ram,1 tb hard disk,2.40 ghz"
"Electronics & Video » TV, Audio & Video",https://www.olx.co.ke/ads/user/6Ohcf/,,Today 11:17,https://img03.olx.co.ke/images_olxke/1002491527_1_261x203_blueray-sony-hometheatre-bdv-e4100-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,BlueRay Sony Hometheatre: BDV E4100,"KSh  46,500",https://www.olx.co.ke/ad/blueray-sony-hometheatre-bdv-e4100-ID15PE07.html#87e7fe6f48,Nairobi CBD,On site since Sep 2016,BlueRay Sony Hometheatre: BDV E4100,"Added at 11:17, 22 February 2017,",Ad,Carloz,External HDD (Read)
"Electronics & Video » TV, Audio & Video",https://www.olx.co.ke/ads/user/6OFr5/,Negotiable,Today 11:17,https://img03.olx.co.ke/images_olxke/1002195131_1_261x203_samsung-40-inch-digital-tv-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,samsung 40 inch digital tv,"KSh  34,500",https://www.olx.co.ke/ad/samsung-40-inch-digital-tv-ID15Ozlb.html#87e7fe6f48,Nairobi CBD,On site since Nov 2016,Samsung 40 inch digital tv,"Added at 11:17, 22 February 2017,",Ad,purity,brand new
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6Ma0g/,Negotiable,Today 11:15,https://img03.olx.co.ke/images_olxke/1000753751_1_261x203_lenovo-g50-70-on-sae-with-one-year-warranty-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,"Lenovo G50-70 on sa,e with one year warranty.","KSh  28,500",https://www.olx.co.ke/ad/lenovo-g50-70-on-sa-e-with-one-year-warranty-ID15IJxw.html#87e7fe6f48,Nairobi CBD,On site since Jun 2016,"Lenovo G50-70 on sa,e with one year warranty.","Added at 11:15, 22 February 2017,",Ad,Dennis Karebi,"Lenovo g50-70,4 gb ram,500 gb hdd,2.40 ghz."
"Electronics & Video » TV, Audio & Video",https://www.olx.co.ke/ads/user/6MPwc/,,Today 11:16,https://img03.olx.co.ke/images_olxke/1002321334_1_261x203_3-meters-audio-optical-cables-at-our-shop-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,3 meters audio optical cables at our shop,KSh  999,https://www.olx.co.ke/ad/3-meters-audio-optical-cables-at-our-shop-ID15P1RY.html#87e7fe6f48,Nairobi CBD,On site since Feb 2016,3 meters audio optical cables at our shop,"Added at 11:16, 22 February 2017,",Ad,Butala,Transmits audio from your tv to your hometheatre system as long as your tv and your hometheatre system both have the audio optical port.NB its audio transmission is smoother than Av cables
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6Ma0g/,Negotiable,Today 11:18,https://img02.olx.co.ke/images_olxke/1000477781_1_261x203_lenovo-laptop-with-radeon-graphicsone-year-warranty-available-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,"Lenovo laptop with Radeon graphics,one year warranty available.","KSh  34,500",https://www.olx.co.ke/ad/lenovo-laptop-with-radeon-graphics-one-year-warranty-available-ID15HEAQ.html#87e7fe6f48,Nairobi CBD,On site since Jun 2016,"Lenovo laptop with Radeon graphics,one year warranty available.","Added at 11:18, 22 February 2017,",Ad,Dennis Karebi,"Lenovo G50,8 gb ram,1 tb hard disk,2.60 ghz processsor"
"Electronics & Video » TV, Audio & Video",https://www.olx.co.ke/ads/user/HNq9/,Negotiable,Today 11:19,https://img03.olx.co.ke/images_olxke/1002561840_2_261x203_bose-quality-bt-speaker-add-some-photos.jpg,"Nairobi CBD, Nairobi",Individual,Bose Quality BT Speaker,"KSh  3,200",https://www.olx.co.ke/ad/bose-quality-bt-speaker-ID15PTiF.html#87e7fe6f48,Nairobi CBD,On site since Aug 2015,Bose Quality BT Speaker,,Ad,Ronald,"Quality Bose audio speaker bluetooth, SD, USB play back"
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6Ma0g/,Negotiable,Today 11:17,https://img02.olx.co.ke/images_olxke/1001261836_1_261x203_2015-version-new-core-i3laptop-on-salewith-one-year-warranty-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,"2015 version New core i.3,laptop on salewith one year warranty.","KSh  29,500",https://www.olx.co.ke/ad/2015-version-new-core-i-3-laptop-on-salewith-one-year-warranty-ID15KKOI.html#87e7fe6f48,Nairobi CBD,On site since Jun 2016,"2015 version New core i.3,laptop on salewith one year warranty.","Added at 11:17, 22 February 2017,",Ad,Dennis Karebi,"core i.3,4 gb ram,500 gb hard disk"
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6Ma0g/,Negotiable,Today 11:18,https://img03.olx.co.ke/images_olxke/1002557423_1_261x203_lenovo-ideapad-g50-805-th-generation-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,"Lenovo ideapad g50-80,5 th generation","KSh  22,000",https://www.olx.co.ke/ad/lenovo-ideapad-g50-80-5-th-generation-ID15PSko.html#87e7fe6f48,Nairobi CBD,On site since Jun 2016,"Lenovo ideapad g50-80,5 th generation","Added at 11:18, 22 February 2017,",Ad,Dennis Karebi,"2.16 ghz,2 gb ram,500 gb hdd,wifi webcam features"
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6NV8q/,,Today 11:19,https://img02.olx.co.ke/images_olxke/1002561843_1_261x203_car-modulators-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Car modulators,KSh  400,https://www.olx.co.ke/ad/car-modulators-ID15PThZ.html#87e7fe6f48,Nairobi CBD,On site since Aug 2016,Car modulators,,Ad,Herlonex supplies,Modulators
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6Ncgf/,,Today 11:19,https://img02.olx.co.ke/images_olxke/1002561901_1_261x203_ubiquitti-unifi-ap-ac-pro-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Ubiquitti unifi AP/AC pro,"KSh  19,500",https://www.olx.co.ke/ad/ubiquitti-unifi-ap-ac-pro-ID15PTiM.html#87e7fe6f48,Nairobi CBD,On site since Apr 2016,Ubiquitti unifi AP/AC pro,,Ad,Lydiah,Indoor/outdoor access point
Electronics & Video » Computers & Laptops,https://www.olx.co.ke/ads/user/6Ohcf/,Negotiable,Today 11:19,https://img03.olx.co.ke/images_olxke/1002491496_1_261x203_tp-link-wireless-router-for-sale-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,TP LINK Wireless router For sale,"KSh  4,500",https://www.olx.co.ke/ad/tp-link-wireless-router-for-sale-ID15PDZo.html#87e7fe6f48,Nairobi CBD,On site since Sep 2016,TP LINK Wireless router For sale,"Added at 11:19, 22 February 2017,",Ad,Carloz,High speed internet wifi
"Electronics & Video » TV, Audio & Video",https://www.olx.co.ke/ads/user/6OifW/,Negotiable,Today 11:19,https://img02.olx.co.ke/images_olxke/1002561883_1_261x203_new-wall-mount-bracket-17-42-led-tv-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,"New wall mount bracket 17-42"" led tv","KSh  1,199",https://www.olx.co.ke/ad/new-wall-mount-bracket-17-42-led-tv-ID15PTiu.html#87e7fe6f48,Nairobi CBD,On site since Sep 2016,"New wall mount bracket 17-42"" led tv",,Ad,Kim,Universal and high quality
