category,users_products_link,cost_terms,created,image,location2,user_type,name,cost,link,location,user_since,name2,created2,summary,user,desc
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/1w7I2/,Negotiable,Today 08:11,https://img03.olx.co.ke/images_olxke/1002554966_1_261x203_puma-xeg-shoes-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,Puma XEG shoes,"KSh  4,000",https://www.olx.co.ke/ad/puma-xeg-shoes-ID15PRLV.html#41c6a49c7f,Nairobi CBD,On site since Jan 2015,Puma XEG shoes,,Ad,Jenna,Puma XEg Sneakers available in different sizes and colours.
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/1w7I2/,Negotiable,Today 08:12,https://img02.olx.co.ke/images_olxke/1002331631_1_261x203_nike-led-low-cut-shoes-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,Nike Led Low cut shoes,"KSh  3,300",https://www.olx.co.ke/ad/nike-led-low-cut-shoes-ID15P4fT.html#41c6a49c7f,Nairobi CBD,On site since Jan 2015,Nike Led Low cut shoes,,Ad,Jenna,Brand new Low cut led available in different sizes and designs.
Fashion & Beauty » Health & Beauty,https://www.olx.co.ke/ads/user/6P9hr/,Negotiable,Today 08:12,https://img02.olx.co.ke/images_olxke/1002557117_1_261x203_homemade-detergents-ndaragwa.jpg,"Mairo-Inya, Ndaragwa, Nyandarua",Individual,Homemade Detergents,KSh  20,https://www.olx.co.ke/ad/homemade-detergents-ID15PSgx.html#41c6a49c7f,Mairo-Inya,On site since Feb 2017,Homemade Detergents,"Added at 08:12, 22 February 2017,",Ad,Beth Nyambura,Home made Detergents ranging from:
Fashion & Beauty » Babies & Kids,https://www.olx.co.ke/ads/user/6Oxc5/,,Today 08:11,https://img03.olx.co.ke/images_olxke/1002317824_1_261x203_kids-underwear-boys-n-girls-bamburi_rev002.jpg,"Bamburi, Kisauni, Mombasa",Individual,kids underwear boys n girls,KSh  150,https://www.olx.co.ke/ad/kids-underwear-boys-n-girls-ID15P0Zs.html#41c6a49c7f,Bamburi,On site since Nov 2016,Kids underwear boys n girls,,Ad,Angela,Kids panties and boxers for both girls n boys. age 3-9. Pure cotton material. I deliver for free to homes and workplaces. call or whatsapp
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6P9kp/,Negotiable,Today 10:48,https://img03.olx.co.ke/images_olxke/1002535872_1_261x203_black-wedge-shoes-bamburi.jpg,"Bamburi, Kisauni, Mombasa",Individual,Black wedge shoes,"KSh  1,000",https://www.olx.co.ke/ad/black-wedge-shoes-ID15PNLo.html#57743a2e6e,Bamburi,On site since Feb 2017,Black wedge shoes,,Ad,Sally,"It is comfortable to walk on, shoe size 36."
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6NAR7/,Negotiable,Today 10:48,https://img03.olx.co.ke/images_olxke/1002535814_1_261x203_wedding-gown-umoja.jpg,"Umoja, Embakasi West, Nairobi",Individual,Wedding gown,"KSh  10,000",https://www.olx.co.ke/ad/wedding-gown-ID15PNKF.html#57743a2e6e,Umoja,On site since Jun 2016,Wedding gown,,Ad,sherlyne,Fishtail wedding dress
"Fashion & Beauty » Watches, Jewelry & Accessories",https://www.olx.co.ke/ads/user/6Nuq9/,Negotiable,Today 10:48,https://img01.olx.co.ke/images_olxke/1002535848_1_261x203_gshock-fishermans-geardeliveries-westlands.jpg,"Westlands, Nairobi",Individual,Gshock fisherman's gear(deliveries),"KSh  1,800",https://www.olx.co.ke/ad/gshock-fishermans-geardeliveries-ID15PNL5.html#57743a2e6e,Westlands,On site since Jun 2016,Gshock fisherman's gear(deliveries),,Ad,Harrison,For 25 years Casio g-shock have been the ultimate tough watch providing durability robustness and tough design
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6PbtW/,Negotiable,Today 10:50,https://img03.olx.co.ke/images_olxke/1002561637_1_261x203_customized-denim-jacket-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Customized Denim jacket,"KSh  2,500",https://www.olx.co.ke/ad/customized-denim-jacket-ID15PTfw.html#57743a2e6e,Nairobi CBD,On site since Feb 2017,Customized Denim jacket,,Ad,June,Incredible art
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/1Hs8a/,Negotiable,Today 10:05,https://img03.olx.co.ke/images_olxke/1001830147_1_261x203_airmaxx-lowcut-sneakers-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Airmaxx lowcut sneakers.,"KSh  3,400",https://www.olx.co.ke/ad/airmaxx-lowcut-sneakers-ID15N6G5.html#e11d411412,Nairobi CBD,On site since Jul 2016,Airmaxx lowcut sneakers.,"Added at 10:05, 22 February 2017,",Ad,Mkare,Cool and quality Airmaxx sneakers available in sizes 40-45 wth free socks and an led watch..link up via:
Fashion & Beauty » Babies & Kids,https://www.olx.co.ke/ads/user/6Oov9/,,Today 10:05,https://img01.olx.co.ke/images_olxke/1002125469_5_261x203_5pieces-in-1-set-diaper-bag-nairobi_rev004.jpg,"Nairobi CBD, Nairobi",Business,5pieces in 1 set Diaper bag,"KSh  1,800",https://www.olx.co.ke/ad/5pieces-in-1-set-diaper-bag-ID15Oiz7.html#e11d411412,Nairobi CBD,On site since Oct 2016,5pieces in 1 set Diaper bag,"Added at 10:05, 22 February 2017,",Ad,Timon baby shop,5PIECE DIAPER BAG
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/1Hs8a/,Negotiable,Today 10:05,https://img03.olx.co.ke/images_olxke/1001830162_1_261x203_puma-roma-sneakers-nairobi-cbd_rev001.jpg,"Nairobi CBD, Nairobi",Business,Puma Roma sneakers.,"KSh  3,200",https://www.olx.co.ke/ad/puma-roma-sneakers-ID15N6Gl.html#e11d411412,Nairobi CBD,On site since Jul 2016,Puma Roma sneakers.,"Added at 10:05, 22 February 2017,",Ad,Mkare,QualityPuma roma sneakers available in sizes 40-45 wth free socks and an led watch..link up via:
"Fashion & Beauty » Watches, Jewelry & Accessories",https://www.olx.co.ke/ads/user/6Olmm/,,Today 10:05,https://img01.olx.co.ke/images_olxke/1002540973_1_261x203_watch-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,Watch,"KSh  1,500",https://www.olx.co.ke/ad/watch-ID15POOo.html#e11d411412,Nairobi CBD,On site since Oct 2016,Watch,,Ad,Mobiphones and accessories,Original water prof watches
Fashion & Beauty » Health & Beauty,https://www.olx.co.ke/ads/user/6O1dd/,,Yesterday 21:41,https://img02.olx.co.ke/images_olxke/1002534252_1_261x203_milani-tube-foundation-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,milani tube foundation,KSh  800,https://www.olx.co.ke/ad/milani-tube-foundation-ID15PNpB.html#d6f94fb799,Nairobi CBD,On site since Aug 2016,Milani tube foundation,,Ad,Jennifer muthoni,Get yourself milani matte foundation.
Fashion & Beauty » Health & Beauty,https://www.olx.co.ke/ads/user/6O1dd/,,Yesterday 21:41,https://img02.olx.co.ke/images_olxke/1002534258_1_261x203_milani-cream-to-powder-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,milani cream to powder,KSh  800,https://www.olx.co.ke/ad/milani-cream-to-powder-ID15PNpG.html#d6f94fb799,Nairobi CBD,On site since Aug 2016,Milani cream to powder,,Ad,Jennifer muthoni,Get yourself milani compact foundation..
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6P9kW/,,Yesterday 21:41,https://img03.olx.co.ke/images_olxke/1002534241_1_261x203_adidas-white-size-9-shoes-kariobangi-south.jpg,"Kariobangi South, Embakasi West, Nairobi",Individual,adidas white size 9 shoes,"KSh  1,500",https://www.olx.co.ke/ad/adidas-white-size-9-shoes-ID15PNpu.html#d6f94fb799,Kariobangi South,On site since Feb 2017,Adidas white size 9 shoes,,Ad,nick,Very new and brandy
Fashion & Beauty » Babies & Kids,https://www.olx.co.ke/ads/user/6Nef6/,Negotiable,Yesterday 21:41,https://img01.olx.co.ke/images_olxke/1002534262_1_261x203_baby-feeding-chairs-for-sale-kisumu-central.jpg,"Nyalenda 'B', Kisumu Central, Kisumu",Business,Baby feeding chairs for sale,"KSh  2,500",https://www.olx.co.ke/ad/baby-feeding-chairs-for-sale-ID15PNpO.html#d6f94fb799,Nyalenda 'B',On site since Apr 2016,Baby feeding chairs for sale,,Ad,Victor,Imported baby feeding chairs for sale at affordable prices
Fashion & Beauty » Health & Beauty,https://www.olx.co.ke/ads/user/6Paeh/,Negotiable,Yesterday 17:00,https://img03.olx.co.ke/images_olxke/1002552075_1_261x203_electric-slimming-belt-for-home-use-only-laikipia-west.jpg,"Thome, Laikipia West, Laikipia",Individual,Electric slimming belt for home use only,"KSh  17,000",https://www.olx.co.ke/ad/electric-slimming-belt-for-home-use-only-ID15PR9U.html#cb15a7b903,Thome,On site since Feb 2017,Electric slimming belt for home use only,,Ad,Lucy Awino,The item is used to reduce exess fat from the body for just ten minutes per day
Fashion & Beauty » Health & Beauty,https://www.olx.co.ke/ads/user/6OdLS/,Negotiable,Yesterday 17:00,https://img02.olx.co.ke/images_olxke/1002543472_1_261x203_dread-locks-thika.jpg,"Thika, Kiambu",Individual,dread locks,"KSh  500,000",https://www.olx.co.ke/ad/dread-locks-ID15PPku.html#cb15a7b903,Thika,On site since Sep 2016,Dread locks,,Ad,George,"9yrs,long n neat"
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/1zc0y/,Negotiable,Yesterday 17:00,https://img02.olx.co.ke/images_olxke/1002543707_1_261x203_girl-scout-uniform-ruaraka.jpg,"Ruaraka, Nairobi",Individual,Girl Scout uniform,"KSh  2,000",https://www.olx.co.ke/ad/girl-scout-uniform-ID15PPmY.html#cb15a7b903,Ruaraka,On site since Apr 2015,Girl Scout uniform,,Ad,Gedion,Slightly used complete girl Scout uniform.
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6OzvA/,Negotiable,Yesterday 17:00,https://img02.olx.co.ke/images_olxke/1002543475_1_261x203_sandals-for-both-both-ladies-and-gentlemen-at-a-fair-price-meru-town.jpg,"Meru Town, Meru",Individual,"Sandals, for both both ladies and gentlemen at a fair price",KSh  650,https://www.olx.co.ke/ad/sandals-for-both-both-ladies-and-gentlemen-at-a-fair-price-ID15PPkz.html#cb15a7b903,Meru Town,On site since Nov 2016,"Sandals, for both both ladies and gentlemen at a fair price","Added at 17:00, 21 February 2017,",Ad,Phineas Mario Jr,"Sandals, for both men and women are available at a beautiful price."
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/1Iaq1/,,Yesterday 17:11,https://img03.olx.co.ke/images_olxke/1002539888_1_261x203_real-madrid-home-kit-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Real Madrid Home Kit,"KSh  1,500",https://www.olx.co.ke/ad/real-madrid-home-kit-ID15POAc.html#cb15a7b903,Nairobi CBD,On site since Oct 2015,Real Madrid Home Kit,"Added at 17:11, 21 February 2017,",Ad,antony,Real Madrid Home Shirt
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6OWuS/,,Yesterday 17:11,https://img03.olx.co.ke/images_olxke/1002514000_1_261x203_dresses-valentines-sale-bahati_rev001.jpg,"Bahati, Nairobi",Individual,Dresses Valentine's sale,KSh  599,https://www.olx.co.ke/ad/dresses-valentines-sale-ID15PJ21.html#cb15a7b903,Bahati,On site since Jan 2017,Dresses Valentine's sale,,Ad,oncall,Free delivery around Nairobi within 24hrs
Fashion & Beauty » Health & Beauty,https://www.olx.co.ke/ads/user/6Pbf7/,,Yesterday 17:12,https://img03.olx.co.ke/images_olxke/1002558607_1_261x203_romantic-may-24hrs-lipstick-malindi.jpg,"Malindi, Kilifi",Business,Romantic May 24hrs lipstick,KSh  100,https://www.olx.co.ke/ad/romantic-may-24hrs-lipstick-ID15PSBc.html#cb15a7b903,Malindi,On site since Feb 2017,Romantic May 24hrs lipstick,,Ad,Dotcom Fashion,Long Lasting.
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6NbxK/,Negotiable,Yesterday 17:07,https://img01.olx.co.ke/images_olxke/1002558562_1_261x203_pure-italian-men-wear-starehe.jpg,"Ngara East, Starehe, Nairobi",Individual,Pure Italian men wear,"KSh  3,800",https://www.olx.co.ke/ad/pure-italian-men-wear-ID15PSAK.html#cb15a7b903,Ngara East,On site since Apr 2016,Pure Italian men wear,,Ad,paul,"They are mainly second hand shoes from Italy ,made from purely and applied leather with sole of good condition to withstand it's durability. Whatsap via"
Fashion & Beauty » Health & Beauty,https://www.olx.co.ke/ads/user/6Pbf7/,,Yesterday 17:14,https://img02.olx.co.ke/images_olxke/1002558626_1_261x203_kylie-lipgloss-malindi.jpg,"Malindi, Kilifi",Business,Kylie lipgloss,KSh  200,https://www.olx.co.ke/ad/kylie-lipgloss-ID15PSBm.html#cb15a7b903,Malindi,On site since Feb 2017,Kylie lipgloss,,Ad,Dotcom Fashion,"Kylie lipgloss, long lasting 24hrs"
Fashion & Beauty » Babies & Kids,https://www.olx.co.ke/ads/user/6OWJa/,,Yesterday 17:16,https://img03.olx.co.ke/images_olxke/1002558636_1_261x203_new-baby-walker-hospital.jpg,"Hospital, Nakuru",Individual,New baby walker,"KSh  4,000",https://www.olx.co.ke/ad/new-baby-walker-ID15PSBv.html#cb15a7b903,Hospital,On site since Jan 2017,New baby walker,,Ad,Ski,It's a New walker bought in December 2016 used only 2 months
Fashion & Beauty » Health & Beauty,https://www.olx.co.ke/ads/user/6Pbf7/,,Yesterday 17:17,https://img01.olx.co.ke/images_olxke/1002558646_1_261x203_kylie-lipstick-matte-malindi.jpg,"Malindi, Kilifi",Business,Kylie lipstick Matte,KSh  250,https://www.olx.co.ke/ad/kylie-lipstick-matte-ID15PSBC.html#cb15a7b903,Malindi,On site since Feb 2017,Kylie lipstick Matte,,Ad,Dotcom Fashion,Kylie lipstick
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/1Iaq1/,,Yesterday 17:17,https://img03.olx.co.ke/images_olxke/1002539752_1_261x203_manchester-city-home-kit-16-17-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Manchester City home kit 16/17,"KSh  1,500",https://www.olx.co.ke/ad/manchester-city-home-kit-16-17-ID15POys.html#cb15a7b903,Nairobi CBD,On site since Oct 2015,Manchester City home kit 16/17,"Added at 17:17, 21 February 2017,",Ad,antony,Manchester City Home Shirt 2016-17
Fashion & Beauty » Health & Beauty,https://www.olx.co.ke/ads/user/6NuKN/,,Yesterday 17:21,https://img02.olx.co.ke/images_olxke/1001159699_1_261x203_nouba-liquid-lipsticks-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,Nouba liquid lipsticks,"KSh  2,000",https://www.olx.co.ke/ad/nouba-liquid-lipsticks-ID15KmRK.html#cb15a7b903,Nairobi CBD,On site since Jun 2016,Nouba liquid lipsticks,,Ad,070213-5819,"Place your order now for nouba lipsticks before the stocks last.The highly pigmented lip color offers deep color on the very first swipe and sticks to it’s promise of being the ultimate Long Lasting stain. Once dry, it can withstand just about anything and not even regular make-up removers can get it off completely. The Millebaci liquid lip colors can only be removed with oil."
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/1Iaq1/,,Yesterday 17:12,https://img03.olx.co.ke/images_olxke/1002539760_1_261x203_manchester-city-away-kit-16-17-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Manchester City Away Kit 16/17,"KSh  1,500",https://www.olx.co.ke/ad/manchester-city-away-kit-16-17-ID15POyz.html#cb15a7b903,Nairobi CBD,On site since Oct 2015,Manchester City Away Kit 16/17,"Added at 17:12, 21 February 2017,",Ad,antony,Manchester City Away Stadium Shirt 2016-17
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6OWuS/,,Yesterday 17:22,https://img02.olx.co.ke/images_olxke/1002514141_1_261x203_fancy-dress-on-offer-bahati.jpg,"Bahati, Nairobi",Individual,Fancy Dress on offer,KSh  799,https://www.olx.co.ke/ad/fancy-dress-on-offer-ID15PJ3M.html#cb15a7b903,Bahati,On site since Jan 2017,Fancy Dress on offer,,Ad,oncall,Free delivery around Nairobi and outskirts
"Fashion & Beauty » Watches, Jewelry & Accessories",https://www.olx.co.ke/ads/user/6P9dy/,,Yesterday 17:00,https://img02.olx.co.ke/images_olxke/1002533186_1_261x203_african-basket-ruai.jpg,"Ruai, Kasarani, Nairobi",Individual,African basket,,https://www.olx.co.ke/ad/african-basket-ID15PNb8.html#cb15a7b903,Ruai,On site since Feb 2017,African basket,,Ad,Peninah,"African bags,basket available in all design and colour available in wholesale and retail make your order ."
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6Oo6i/,,Yesterday 17:27,https://img01.olx.co.ke/images_olxke/1002553040_1_261x203_latex-waist-trainers-cinchers-5000-each-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,Latex Waist Trainers / Cinchers. 5000 Each,"KSh  5,000",https://www.olx.co.ke/ad/latex-waist-trainers-cinchers-5000-each-ID15PRlZ.html#cb15a7b903,Nairobi CBD,On site since Oct 2016,Latex Waist Trainers / Cinchers. 5000 Each,,Ad,Wagakere,"Best for Waist Reduction, Tummy Trimming/Firming and Back Support."
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6OWuS/,,Yesterday 17:26,https://img01.olx.co.ke/images_olxke/1002513982_1_261x203_dresses-valentines-offer-bahati.jpg,"Bahati, Nairobi",Individual,Dresses Valentine's offer,KSh  799,https://www.olx.co.ke/ad/dresses-valentines-offer-ID15PJ1A.html#cb15a7b903,Bahati,On site since Jan 2017,Dresses Valentine's offer,,Ad,oncall,Fabulous dress
Fashion & Beauty » Health & Beauty,https://www.olx.co.ke/ads/user/6Pbfq/,,Yesterday 17:27,https://img01.olx.co.ke/images_olxke/1002558689_1_261x203_selling-a-hair-drier-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,Selling a hair drier,"KSh  7,500",https://www.olx.co.ke/ad/selling-a-hair-drier-ID15PSC9.html#cb15a7b903,Nairobi CBD,On site since Feb 2017,Selling a hair drier,,Ad,Peter,A new hair drier
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6OWuS/,,Yesterday 17:33,https://img03.olx.co.ke/images_olxke/1002473342_1_261x203_fancy-dresses-bahati.jpg,"Bahati, Nairobi",Individual,Fancy dresses,"KSh  1,499",https://www.olx.co.ke/ad/fancy-dresses-ID15PzQc.html#cb15a7b903,Bahati,On site since Jan 2017,Fancy dresses,"Added at 17:33, 21 February 2017,",Ad,oncall,classy
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6Pbe9/,,Yesterday 17:02,https://img02.olx.co.ke/images_olxke/1002558543_1_261x203_ankle-boots-for-sale-mtwapa.jpg,"Mtwapa, Mombasa",Individual,Ankle boots for sale,"KSh  2,000",https://www.olx.co.ke/ad/ankle-boots-for-sale-ID15PSAk.html#cb15a7b903,Mtwapa,On site since Feb 2017,Ankle boots for sale,,Ad,1995,Size 38/39
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6OWuS/,,Yesterday 17:30,https://img01.olx.co.ke/images_olxke/1002513770_1_261x203_dresses-valentines-offer-bahati.jpg,"Bahati, Nairobi",Individual,Dresses Valentine's offer,"KSh  1,199",https://www.olx.co.ke/ad/dresses-valentines-offer-ID15PIYH.html#cb15a7b903,Bahati,On site since Jan 2017,Dresses Valentine's offer,,Ad,oncall,Free delivery around Nairobi and outskirts
"Fashion & Beauty » Watches, Jewelry & Accessories",https://www.olx.co.ke/ads/user/6Oncb/,,Yesterday 17:40,https://img02.olx.co.ke/images_olxke/1002554203_4_261x203_prada-milano-italy-pure-leather-handbags-fashion-beauty_rev001.jpg,"Kenyatta, Kibra, Nairobi",Individual,Prada Milano (Italy) pure leather handbags,"KSh  12,999",https://www.olx.co.ke/ad/prada-milano-italy-pure-leather-handbags-ID15PRBr.html#cb15a7b903,Kenyatta,On site since Oct 2016,Prada Milano (Italy) pure leather handbags,,Ad,Ben,Prada leather handbags .
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6OWuS/,,Yesterday 17:43,https://img02.olx.co.ke/images_olxke/1002485080_1_261x203_fashionable-dresses-makadara.jpg,"Makadara, Nairobi",Individual,Fashionable dresses,"KSh  1,499",https://www.olx.co.ke/ad/fashionable-dresses-ID15PCtV.html#cb15a7b903,Makadara,On site since Jan 2017,Fashionable dresses,,Ad,oncall,Free delivery around Nairobi and outskirts
"Fashion & Beauty » Watches, Jewelry & Accessories",https://www.olx.co.ke/ads/user/1l8F9/,Negotiable,Yesterday 17:38,https://img02.olx.co.ke/images_olxke/1001304147_1_261x203_custom-made-wallet-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,Custom made Wallet,"KSh  1,500",https://www.olx.co.ke/ad/custom-made-wallet-ID15KWop.html#cb15a7b903,Nairobi CBD,On site since Sep 2014,Custom made Wallet,,Ad,Denis gitau,It comes with your name written on it or any design you want on it
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6Oo6i/,,Yesterday 17:41,https://img03.olx.co.ke/images_olxke/1002553028_1_261x203_latex-full-bodyshaper-trainer-5300-each-black-available-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,Latex Full Bodyshaper / Trainer. 5300 each. Black Available,"KSh  5,300",https://www.olx.co.ke/ad/latex-full-bodyshaper-trainer-5300-each-black-available-ID15PRlQ.html#cb15a7b903,Nairobi CBD,On site since Oct 2016,Latex Full Bodyshaper / Trainer. 5300 each. Black Available,,Ad,Wagakere,Best for Full Body Shape Up & Reduction
Fashion & Beauty » Health & Beauty,https://www.olx.co.ke/ads/user/6O3r9/,,Yesterday 17:46,https://img03.olx.co.ke/images_olxke/1002542702_5_261x203_make-ups-and-cosmetics-sale-sale-sale-mombasa_rev002.jpg,"Tudor Four, Mvita, Mombasa",Individual,Make ups and cosmetics sale sale sale,,https://www.olx.co.ke/ad/make-ups-and-cosmetics-sale-sale-sale-ID15PPaP.html#cb15a7b903,Tudor Four,On site since Aug 2016,Make ups and cosmetics sale sale sale,,Ad,Wahda,Quality and orignal cosmetics
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6OWuS/,,Yesterday 17:44,https://img01.olx.co.ke/images_olxke/1002521423_1_261x203_combat-striped-bodycon-dresses-bahati.jpg,"Bahati, Nairobi",Individual,Combat & striped Bodycon dresses,"KSh  1,199",https://www.olx.co.ke/ad/combat-striped-bodycon-dresses-ID15PKDr.html#cb15a7b903,Bahati,On site since Jan 2017,Combat & striped Bodycon dresses,,Ad,oncall,Free delivery around Nairobi
"Fashion & Beauty » Watches, Jewelry & Accessories",https://www.olx.co.ke/ads/user/6Nt3d/,,Yesterday 17:34,https://img02.olx.co.ke/images_olxke/1002558728_1_261x203_big-dial-slim-band-watch-ladies-kisumu-cbd.jpg,"Kisumu CBD, Kisumu",Business,Big dial slim band watch ladies,KSh  400,https://www.olx.co.ke/ad/big-dial-slim-band-watch-ladies-ID15PSCF.html#cb15a7b903,Kisumu CBD,On site since Jun 2016,Big dial slim band watch ladies,,Ad,Sling Kenya,All new
Fashion & Beauty » Babies & Kids,https://www.olx.co.ke/ads/user/6PaMD/,,Yesterday 17:52,https://img02.olx.co.ke/images_olxke/1002552594_1_261x203_baby-walker-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,baby walker,"KSh  3,500",https://www.olx.co.ke/ad/baby-walker-ID15PRgq.html#cb15a7b903,Nairobi CBD,On site since Feb 2017,Baby walker,,Ad,josephine,"new baby walker available, strong, colourful n pretty interesting for a baby"
"Fashion & Beauty » Watches, Jewelry & Accessories",https://www.olx.co.ke/ads/user/6Oo6i/,,Yesterday 17:47,https://img02.olx.co.ke/images_olxke/1002553021_1_261x203_beautiful-burberry-ladies-wallets-1800-each-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,Beautiful Burberry Ladies Wallets. 1800 each,"KSh  1,800",https://www.olx.co.ke/ad/beautiful-burberry-ladies-wallets-1800-each-ID15PRlK.html#cb15a7b903,Nairobi CBD,On site since Oct 2016,Beautiful Burberry Ladies Wallets. 1800 each,,Ad,Wagakere,Beautiful Pieces to Match all Outfits.
"Fashion & Beauty » Watches, Jewelry & Accessories",https://www.olx.co.ke/ads/user/6P9F3/,Negotiable,Yesterday 17:52,https://img03.olx.co.ke/images_olxke/1002552499_1_261x203_african-bags-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,African bags,"KSh  1,500",https://www.olx.co.ke/ad/african-bags-ID15PRf3.html#cb15a7b903,Nairobi CBD,On site since Feb 2017,African bags,,Ad,Cecilia,Wholesale & Retail price
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6OWuS/,,Yesterday 17:41,https://img02.olx.co.ke/images_olxke/1002521414_1_261x203_dress-bahati.jpg,"Bahati, Nairobi",Individual,Dress,KSh  999,https://www.olx.co.ke/ad/dress-ID15PKD3.html#cb15a7b903,Bahati,On site since Jan 2017,Dress,,Ad,oncall,Free delivery around Nairobi within 24hrs
Fashion & Beauty » Health & Beauty,https://www.olx.co.ke/ads/user/6O3r9/,,Yesterday 17:36,https://img01.olx.co.ke/images_olxke/1002542789_1_261x203_sale-sale-handbags-and-cosmetics-mvita.jpg,"Tudor Four, Mvita, Mombasa",Individual,Sale sale handbags and cosmetics,,https://www.olx.co.ke/ad/sale-sale-handbags-and-cosmetics-ID15PPbQ.html#cb15a7b903,Tudor Four,On site since Aug 2016,Sale sale handbags and cosmetics,,Ad,Wahda,Best qualities
"Fashion & Beauty » Watches, Jewelry & Accessories",https://www.olx.co.ke/ads/user/6P9F3/,Negotiable,Yesterday 17:52,https://img01.olx.co.ke/images_olxke/1002552513_1_261x203_beaded-chokers-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,Beaded Chokers,KSh  650,https://www.olx.co.ke/ad/beaded-chokers-ID15PRfe.html#cb15a7b903,Nairobi CBD,On site since Feb 2017,Beaded Chokers,,Ad,Cecilia,Wholesale & Retail price
"Fashion & Beauty » Watches, Jewelry & Accessories",https://www.olx.co.ke/ads/user/6P9F3/,,Yesterday 17:52,https://img01.olx.co.ke/images_olxke/1002552453_1_261x203_beaded-scarfs-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Individual,Beaded scarfs,KSh  550,https://www.olx.co.ke/ad/beaded-scarfs-ID15PRev.html#cb15a7b903,Nairobi CBD,On site since Feb 2017,Beaded scarfs,,Ad,Cecilia,Beaded Scarfs
Fashion & Beauty » Clothing & Shoes,https://www.olx.co.ke/ads/user/6PaLZ/,Negotiable,Yesterday 17:52,https://img01.olx.co.ke/images_olxke/1002552412_1_261x203_wedding-gowns-for-sale-nairobi-cbd.jpg,"Nairobi CBD, Nairobi",Business,wedding gowns for sale,"KSh  35,000",https://www.olx.co.ke/ad/wedding-gowns-for-sale-ID15PReu.html#cb15a7b903,Nairobi CBD,On site since Feb 2017,Wedding gowns for sale,"Added at 17:52, 21 February 2017,",Ad,afro elegance bridals,beautiful wedding gowns on clearance sale all must go!!! hurry while stocks last 20k-35k
